address,name,type,comment
0xd000a350,ACC_status_a350,LABEL,"= d0004936 from the FUN_80143b8a state machine. One of the two terms of the accel gate in FUN_8014469a: bVar11 = (a454 in {1,2}) AND (a350 in {1,2}); when false, TSK_ax_Getriebe is replaced by cal 0x803b508a (0). Also the value TSK04_status_ab01 falls back to when a454 != 2."
0xd000a362,ACC_regulating_a362,LABEL,"= d0004941 from the FUN_80143b8a state machine. 'ACC actively regulating' when in {1,5} (same encoding as the Simos b28e). Gates TSK_Verzoeg_Anf in FUN_801405d4 -- when it leaves {1,5} the decel request is hard-zeroed."
0x800b1136,ACC01_rx_unpack_bridge,FUNCTION,"ACC_01 (0x109) RX bridge. Selector 0x55 = the ACC path: copies ACC_Sollbeschleunigung_rx -> d000830a and sets validity d00001af bit6 iff ACC_status_rx in {3,4}; also maps the jerk limits and tolerance band. Called immediately before FUN_800b0e94 with the same handles."
0x800b0e94,ACC_state_remap,FUNCTION,"Sole writer of ACC_state_a368: a368 = tbl[ACC_status_rx]. tbl_A @0x8004579a = [0,0,2,1,1,0,2,3] (selectors 0x55/0x73); tbl_B @0x800457a2 = [0,0,0,1,2,0,0,3] (selectors 0x2a/0x56); selector 0x29 uses d000a5a4 directly."
0x80140922,TSK02_producer,FUNCTION,"TSK_02 (0x10C) shadow producer, mode-muxed on d000a454. In ACC mode copies the commanded accel UNCLAMPED (d000830a -> d00082ae), converts the tolerance band, assembles the d000a343 status byte, and sets a per-signal validity marker via FUN_8009d0ca(handle, 0 or 0xf)."
0x801418ea,ACC_accel_envelope,FUNCTION,Clamps the commanded accel into a speed-indexed envelope -> d00082c4. Both bounds are curve lookups over cal #247; measured FLAT on this image (-3.0 / +2.0 m/s^2 at all speeds). 24 curve sites resolved; none collapses to zero below a low-speed breakpoint.
0x8014469a,TSK_status_coordinator,FUNCTION,"Assembles TSK_01's transmitted 24-bit status into d0005e34 (via d0004938/d0005e38 and the FUN_80143a68 packer, called 5x), writes TSK_ax_Getriebe_tx (bVar11 gate + cal-0 substitution), copies ego speed into d00049a4, and produces ALL 28 inputs to the FUN_80143b8a state machine -- so it is where speed enters the engage/abort logic. Entry block snapshots globals into the a12 struct @0xd0004918 (e.g. +0x18 = d0004930 <- d000a346 at 0x80144846). Contains a calibratable compare at 0x80144f88: lt d8, cal_obj(0x3e8)[0x2f]=2, RAM[0xd000499e] -> frame bit 21 (value is 2, not 15; not the floor)."
0x801405d4,TSK02_decel_gate,FUNCTION,"Writes TSK_Verzoeg_Anf_tx: 'uVar8 = 0; if (bVar1) uVar8 = d00082c0;'. bVar1 derives from a362 in {1,5} (ACC regulating), a363 and a d0005cb0<=d0005cc0 test. Hard-zero, not a cal substitution -- which is why this signal's neutral is wire raw 166 while ax_Getriebe's comes from a cal."
0x80143b8a,ACC_engage_state_machine,FUNCTION,"The ACC engage state machine (switch on ACC_engage_state). Guards: FUN_80143ade (abort), FUN_80143b0c (enable-mode match vs cal +0x35), FUN_80143b26 (abort request = d00049c9). Disengage zeroes a350 and a362, railing both TSK signals at once -- one transition, both observed effects."
0x800a5db0,ACC_lowspeed_flag_mirror,FUNCTION,"Sets d000015f bit 7 from ACC_lowspeed_flag_15kmh (a6c7) after a COM receive of internal message 0x466 (handle @0x800284b6). It is the ONLY writer of that bit, confirmed by st.t reference analysis."
0x8008b17c,COM_rx_default_substitution,FUNCTION,"Writes the RX signal buffers with constants from the 0x800277xx/0x800278xx pool -- the message-timeout substitution path, NOT a producer. Mistaking its stores for real writers is easy: it is the sole apparent writer of many comsig buffers."
0x80093910,COM_msg_status_set,FUNCTION,"FUN_80093910(handle, value): writes the per-message status array at d000aeb8, indexed (handle - DAT_80029602). Handle space is 0x434..0x5b0 for internal messages; internal msg 0x466 -> status index 0x32 (0xd000aeea)."
0x80049030,OS_task_table_1,LABEL,"OS periodic-task dispatch table 1: 237 consecutive 32-bit function pointers, 0x80049030..0x800493e0. THIS IS THE ANSWER TO 'why do so many functions have zero in-corpus callers' -- they are dispatched from here, not called directly. Contains the ACC/TSK cluster in schedule order: ...80140922 (TSK_02), 80140f44, ..., 8014106e, 801418ea (accel envelope), 801434de, 8014469a (TSK_01 status coord), 801455ae (TSK_04 producer), 801405d4 (TSK_02 decel gate), 8014322e... Also 800b13ce (the ACC_01 RX dispatcher). ALL 237 entries are already-known function entry points, so this table hides no undiscovered code."
0x8004a2a8,OS_task_table_2,LABEL,"OS periodic-task dispatch table 2: 125 consecutive function pointers, 0x8004a2a8..0x8004a498. Parallel schedule list (different rate/context) containing the same ACC/TSK handlers at 0x8004a390(80140922) 0x8004a3ac(801418ea) 0x8004a3b4(8014469a) 0x8004a3b8(801455ae) 0x8004a3bc(801405d4). All entries are known functions."
0x8004afd8,OS_task_table_3,LABEL,"OS periodic-task dispatch table 3: 109 consecutive function pointers, 0x8004afd8..0x8004b188, same ACC/TSK handlers at 0x8004b0b0/0x8004b0c8/0x8004b0d0/0x8004b0d4/0x8004b0d8. All entries are known functions (the 2 apparent non-function entries at the tail are the table terminator/next-structure pointers, not code)."
0xd000aeb8,COM_msg_status_array,LABEL,"Per-message status array, indexed (handle - DAT_80029602). Handle space DAT_80029602=0x434 .. DAT_80028554=0x5b0 for internal messages; CAN messages use their CAN ID as the handle (e.g. 0x80028bd0=0x010e=TSK_04, 0x80028bda=0x0109=ACC_01, in a contiguous descending id array at 0x80028bxx). Written by FUN_80093910(handle,value). CORRECTION: this array is NOT read by FUN_800981cc -- that function is the DSM event-status getter over a different pair of arrays (see 0x800981cc). Treating it as a CAN presence check is what produced the bogus 'presence of CAN 0x113' reading."
0xd0005e34,TSK01_StatusAB_tx,LABEL,"TSK_01 (0x10A) start_bit 16 len 24 = TSK_Status_AB, the REAL transmitted source. Descriptor record @0x80039460. MESSAGE BINDING NOW PROVEN, not inferred from literal-uniqueness: TSK_01's signal block (CAN message table 0x800312d0, record 0x800313f0, block 0x8003320c) entry #0 is 0x80039478 = 0x80039460+0x18. TSK_01's six signals: sb0 len8 (checksum, d000a4d7), sb8 len4 (counter, d000a543), sb16 len24 (this), sb40 len8 (d00082fa), sb48 len9 (d0008ec0), sb57 len2 (d000a759). VERIFIED CHAIN (instruction level, every link by writer-enumeration incl. st.t / base+disp stores, not by grep): frame bit 23 = d0005e34 bit 7 -> d0005e34 is a straight COPY of d0005e38 (0x801454b6 st.w [a0]-0x65ec, the ONLY writer; the preceding andn #0x3c conditionally clears frame bits 18-21 only) -> d0005e38 copies d0004938 (0x801453ee) -> d0004938 is OR-accumulated at 0x801450e6 from FUN_80143a68 packer outputs, and bit 7 comes solely from the packer call at 0x80144fb4 whose [a10]+0x0c slot = bit 2 of d00049c9 -> d00049c9 written only at 0x80144d62 (packer, d6 arg = bit 2) -> that arg is bit 5 of d0004930, the function-entry snapshot of d000a346 (0x80144846) -> d000a346 written only at 0x80140d3c in FUN_80140922, where insert d15,d9,d8,#5,#1 gives a346.b5 = (DSM_status(275)==0) || cfg(0xd000017a).bit4. RESOLVED / DEAD END: both terminal terms are non-speed. 0xd000017a has NO writer in disassembled code (static startup variant coding), and FUN_800981cc is a DSM event-status getter whose bit is latched monitor-completion state. So this chain carries NO calibratable speed threshold and cannot be the 15 km/h floor -- bit 23 is a symptom, not the gate. Do not pursue further."
0xd000a60a,ACC_ctx_flag_a60a,LABEL,"Per-context ACC state byte. FALSIFIED as the 15 km/h flag: its COM staging copy d000ab42 is exported as CAN 0x101 frame bit 33 via the 20-byte BOOLEAN descriptor table at 0x80034630..0x80034a90, and on-car that bit toggles 50 times across 0.18..47.93 km/h with no 15 km/h structure. SUPERSEDED: the previously recorded chain a60a.b5 -> d0000179.b5 -> d000017a.b4 -> ... -> TSK_01 frame bit 23 is NOT how bit 23 is produced; the real, fully enumerated chain is recorded on 0xd0005e34 and terminates at d000a346. Four resolved writers incl. COM_rx_default_substitution @0x8008b24c (orn d15,d15,#0x7f) which sets bit 7 on the RX-timeout path, so a60a is COM-managed; none writes bit 5."
0xd000a346,TSK_status_shadow_a346,LABEL,"Terminal RAM byte of the TSK_01 frame-bit-23 chain (see 0xd0005e34). Sole writer FUN_80140922 @0x80140d3c. Bit 5 = (FUN_800981cc(275)==0) || bit4 of 0xd000017a, per insert d15,d9,d8,#0x5,#0x1 at 0x80140d10. Both terms are non-speed, which is what excludes bit 23 as the 15 km/h gate. Not COM-bound: the only pointer to it in the image is a 12-byte-stride table entry at 0x8002cbe8 ({ptr, 0x00150015, 0x00000808}), not a 40-byte signal descriptor."
0x800981cc,DSM_get_event_status,FUNCTION,"DSM event-status getter -- NOT a CAN presence check. id = d4 & 0xffff; if id < *(0x80027f88)=23 return bit 6 of *(0xd000b083+id) else return bit 5 of *(0xd000b117+id). Confirmed by its writers: FUN_80097fa4 initialises every array-2 entry to 0x20 and clears bit 5 (andn #0x20) when a path's test completes, also clearing bits 1|6 of array 1; FUN_80098184 clears bit 4 and writes 0x8e -- ISO-14229 DTC status-byte semantics. Its argument at TSK02_producer 0x80140cfe is the halfword 0x0113 at 0x80028bc6 = DSM path index 275, NOT CAN id 0x113. This resolves the long-standing puzzle that '0x113' is in no vw_*.dbc and on no bus: it was never a CAN id, and 0x113 is likewise absent from the CAN message table at 0x800312d0."
0xd000b117,DSM_event_status_array2,LABEL,"DSM per-path status bytes for path index >= 23, read as bit 5 by FUN_800981cc. Initialised to 0x20 by FUN_80097fa4 (bit 5 set = test not yet completed), cleared when the path's test completes. Latched status, so it cannot produce hysteretic speed behaviour. Companion array for index < 23 is 0xd000b083 (bit 6)."
0x80143a68,TSK_bool_packer,FUNCTION,"8-boolean -> byte packer used throughout FUN_8014469a / FUN_80140922. Slot order decoded from the sel/or chain: bit0=d4, bit1=d5, bit2=d6, bit3=d7, bit4=[a10]+0x00, bit5=[a10]+0x04, bit6=[a10]+0x08, bit7=[a10]+0x0c; each is tested !=0. Knowing this order is what makes packer outputs traceable back to individual frame bits."
0x800312d0,CAN_message_table,LABEL,"Central CAN message table: 48 records, stride 0x30. +0x00 = pointer to the message's signal block (0 if none), +0x04 = 11-bit CAN id, +0x08 = shared callback 0x80029652. Signal block: stride 0x0c, +0x00 points at DESCRIPTOR+0x18 (the target field, not the record start), block runs until the next block starts. This is the ID -> signal -> RAM binding the content-based descriptor scan cannot supply, since the descriptor pool is flat and unordered. Decoded by core/maps/decode_can_table.py -> 44 messages / 274 signals; reproduces ACC_01 d000a590 sb60 len3 and d000ab01 bound BOTH as TSK_02 sb16 len2 and TSK_04 sb62 len2 (one byte, two projections -> the on-car lockstep). 0x113 and 0x102 are absent from the table."
0xd000017a,variant_coding_byte_17a,LABEL,"Static variant-coding/config byte. Bit 4 is one of the two terms of d000a346 bit 5. Has NO writer in disassembled code: a full effective-address scan returns only two INDEXED false positives in FUN_8001e2c0 / FUN_8001e522, which are jump-table dispatches (a15 = 0xd0000000 + idx*4; a15 = *(a15+0x4980); ji a15), not stores. Part of the absolutely-addressed, bit-tested config block at 0xd00000xx-0xd00001xx loaded at startup. DAT_d000a14d is merely last cycle's copy of this bit (0xd000a14d = bit4 of 0xd000017a, written at 0x80140d4a), so the two terms in FUN_80140922 collapse to the same static bit."
0x8008d904,tbl_recovered_copy_loop,FUNCTION,"RECOVERED from a validated function-pointer table (100/103 slots already known functions, table @0x80048e7c). Was UNDEFINED bytes: never disassembled, in no function, and with no incoming reference, so neither ClaimOrphanCode nor RecoverReferencedCode could see it (the latter reports seeds=0 image-wide). Prologue sub.a a10,#0x18; copies a 0x12-byte block from 0x80045507 via ld.bu [a2+]."
0x8014ff6c,tbl_recovered_cal_copy,FUNCTION,"RECOVERED from a validated pointer table (263/264 slots confirmed, table @0x8004966c) -- previously UNDEFINED bytes. Reads cal object a9+0x6f4 and copies its bytes +0x09.. into d0002238/d0002239/... ACC-adjacent: worth reading when chasing which cal object backs a runtime shadow."
0x8020ee48,tbl_recovered_cfg_bit_writer,FUNCTION,"RECOVERED from a validated pointer table (175/178 confirmed, table @0x80049f50) -- previously UNDEFINED bytes. Reads cal object a9+0xa50, extracts bit 6, and does st.t 0xd0000065,#0x6,#0/#1 -- i.e. it is one of the cal-driven bit writers into the 0xd00000xx config block. Checked against the open question on 0xd000017a: it writes ONLY 0xd0000065, and a re-scan over all 5921 functions still finds no writer for 0xd000017a, so that byte remains static variant coding."
0x80097fa4,DSM_init_status_arrays,FUNCTION,"DSM startup/cycle routine over the event-status arrays. Fills array2 (0xd000b117) with 0x20 (bit 5 set = test not yet completed), then walks halfword path-id RANGE pairs and clears bit 5 of array2 / bits 1|6 of array1 (0xd000b083) under interrupt-disable as tests complete. Establishes that FUN_800981cc returns latched monitor state, not a live condition."
0x80098184,DSM_restore_status_after_load,FUNCTION,"DSM status restore: loops the path space clearing bit 4 (0x10) and, where bit 5 survives, writes 0x8e (bits 1|2|3|7). Together with FUN_80097fa4 this is what identifies these bytes as ISO-14229 DTC status bytes rather than a CAN presence table."
0xd000b083,DSM_event_status_array1,LABEL,"DSM per-path status bytes for path index < *(0x80027f88)=23, read as bit 6 by FUN_800981cc. Companion of 0xd000b117 (bit 5, index >= 23)."
0x8001e2c0,ram_dispatch_jump_A,FUNCTION,"RAM-table dispatcher: idx = *(0xd00072e5) - 1   [a0-0x513b]; if idx < 6 then a15 = *(0xd0004980 + idx*4); ji a15. The table lives in RAM, so its targets can NEVER be resolved statically -- Ghidra records the site as a computed jump with no targets. NOTE this is also the source of the two INDEXED false positives that FindEffectiveAddr reports for any address in 0xd0000000..0xd00001ff: the addsc.a forms 0xd0000000+idx*4 but the real access adds a 0x4980 displacement, so those hits are NOT writes to the config block. *** RETRACTED. 0xd0004980 is NOT a function-pointer table. Its .data initialiser (flash 0x80008740) is 0001f07b 803cf8d5 803cfcd5 803cf2d5 803cfed5 8038ff85 -- odd-addressed words in the CAL region, not code pointers. Every writer stores scalars (TSK_status_coordinator does st.w [a0]-0x7aa0 plus st.b/st.h at +4/+8/+0xc/+0x10/+0x14), and FUN_80019c5a walks 0xd0004968 as five 0x14-byte monitor records {int*, uint*, timestamp, u16 lo, u16 hi, u8 flag} -- 0xd0004980 is record[1]+4. The index byte 0xd00072e5 has exactly ONE writer image-wide (FUN_8001e794@0x8001e7c4) and it writes 0, and `jge.u d15,#0x6` then returns, so the ji never executes at that value. Sibling table for the B variant (0xd0004cb8) is likewise TriCore instruction bytes, not pointers. Both are reached from FUN_8001f7e4, an STM-timer handler: mode-gated debug hooks, inert in production. The REAL RAM function-pointer table is 0xd0009ed0 (155 entries, 132 distinct targets), plus 0xd000a3fc/a414/a458/aa08."
0x8001e522,ram_dispatch_jump_B,FUNCTION,"Second RAM-table dispatcher of the same shape as FUN_8001e2c0 (a15 = 0xd0000000 + idx*4, then an indexed load and ji). Same static-unresolvability, same INDEXED false-positive behaviour. *** RETRACTED. 0xd0004980 is NOT a function-pointer table. Its .data initialiser (flash 0x80008740) is 0001f07b 803cf8d5 803cfcd5 803cf2d5 803cfed5 8038ff85 -- odd-addressed words in the CAL region, not code pointers. Every writer stores scalars (TSK_status_coordinator does st.w [a0]-0x7aa0 plus st.b/st.h at +4/+8/+0xc/+0x10/+0x14), and FUN_80019c5a walks 0xd0004968 as five 0x14-byte monitor records {int*, uint*, timestamp, u16 lo, u16 hi, u8 flag} -- 0xd0004980 is record[1]+4. The index byte 0xd00072e5 has exactly ONE writer image-wide (FUN_8001e794@0x8001e7c4) and it writes 0, and `jge.u d15,#0x6` then returns, so the ji never executes at that value. Sibling table for the B variant (0xd0004cb8) is likewise TriCore instruction bytes, not pointers. Both are reached from FUN_8001f7e4, an STM-timer handler: mode-gated debug hooks, inert in production. The REAL RAM function-pointer table is 0xd0009ed0 (155 entries, 132 distinct targets), plus 0xd000a3fc/a414/a458/aa08."
0xd0004980,ram_dispatch_table,LABEL,"RAM-resident function-pointer table read by FUN_8001e2c0 / FUN_8001e522 (a15 = *(0xd0004980 + idx*4); ji a15), at least 6 slots. Filled at boot, so it is invisible to every static resolver; the flash pointer array that seeds it is the only handle on its handlers, which is why core/ghidra/RecoverPointerTargets.java validates flash pointer runs against the functions they already hit. *** RETRACTED. 0xd0004980 is NOT a function-pointer table. Its .data initialiser (flash 0x80008740) is 0001f07b 803cf8d5 803cfcd5 803cf2d5 803cfed5 8038ff85 -- odd-addressed words in the CAL region, not code pointers. Every writer stores scalars (TSK_status_coordinator does st.w [a0]-0x7aa0 plus st.b/st.h at +4/+8/+0xc/+0x10/+0x14), and FUN_80019c5a walks 0xd0004968 as five 0x14-byte monitor records {int*, uint*, timestamp, u16 lo, u16 hi, u8 flag} -- 0xd0004980 is record[1]+4. The index byte 0xd00072e5 has exactly ONE writer image-wide (FUN_8001e794@0x8001e7c4) and it writes 0, and `jge.u d15,#0x6` then returns, so the ji never executes at that value. Sibling table for the B variant (0xd0004cb8) is likewise TriCore instruction bytes, not pointers. Both are reached from FUN_8001f7e4, an STM-timer handler: mode-gated debug hooks, inert in production. The REAL RAM function-pointer table is 0xd0009ed0 (155 entries, 132 distinct targets), plus 0xd000a3fc/a414/a458/aa08."
0xc000079c,segC_routine_called_from_TSK02,LABEL,"Target of calla 0xc000079c at 0x80140caa in TSK02_producer. Segment 0xC is BOOT-COPIED on-chip RAM: code that lives at rest in flash and is copied to 0xc0000000 at startup, then executed there. *** CORRECTED: the earlier note here -- 'no flash->PSPR copy table is findable by literal scan' -- was wrong in its conclusion. The scan looked for 0xc000xxxx LITERALS; the tables are 4-byte-aligned (dst,src,len) records, and two exist (see 0x800402ec and 0x8000e868). *** Note 0x9d is JA and 0xed is CALLA (TriCore format B, EA = {disp24[23:20], 7'b0, disp24[19:0], 1'b0}); the 6 'degraded' functions were NOT an unmodelled opcode at all, they branched into unmapped segment 0xC and Ghidra reports unmapped memory with the same 'Bad instruction' text that DecompileAll keys on. Exactly 5 UNCONDITIONAL_JUMP refs cross from flash into segment 0xC and they are exactly those 5 flash functions; 1879 CALLA refs reach 25 distinct segment-0xC targets (a fixed-point math library) without truncating, because a call does not need the callee body. RESOLVED: segment 0xC is the CPU-LOCAL PROGRAM SCRATCHPAD (PMI), not LMU. Evidence from the image itself, not a datasheet: the MPU region table at 0x8003fa60 splits segment 0xC into c0000000-c000013f / c0000140-c000019f / c00001a0-c000039f as data (totalling exactly 0x3a0) and c00003a0-c0007fff as code -- and the code copy lands at exactly 0xc00003a0, that boundary. On TriCore, segment 12 is architecturally the PMI local code memory. This is also why tricore tc176x.pspec (modelling TC1762/TC1766) declares nothing there. Distinct from the boot-ROM targets: those are 0xAFFFF100/0xAFFFF110 (NOT 0xafff0100/0110 as first recorded), 4 calli sites in FUN_80016c08/FUN_80017076. 0xAFFF0000-0xAFFFFFFF is the Infineon on-chip BOOT ROM (mask ROM), so they are PERMANENTLY unrecoverable from any flash dump -- an exhaustive scan for a copy record with a segment-0xA destination returns 0 matches, as does one for SPRAM 0xd4000000. Scale of the segment-0xC recovery: 27 branch targets give 27 clean function prologues, behind 2140 call sites in 569 distinct flash functions (9.6% of the corpus)."
0x80029652,COM_msg_common_callback,LABEL,The single callback value at +0x08 of every record in the CAN message table 0x800312d0 (all 48 records). Its uniformity is what makes '+0x08 == 0x80029652' a reliable structural check when validating the table extent on another image.
0x80028a5c,COM_desc_callback_alt,LABEL,"Alternate signal-descriptor conversion callback at descriptor +0x0c, used by TSK_01's 24-bit status record 0x80039460 instead of the common 0x800286c6. Keying a descriptor scan on a single callback value silently drops records that use this one -- the reason COM_DESC_CB alone under-scans the table."
0x8000e868,boot_copy_table_data,LABEL,"Boot .data initialiser table, 12-byte records in (src, dst, len) order -- note the OPPOSITE field order to 0x800402ec; a 0xffffffff record terminates. Decoded: 0x800045c0 -> 0xc0001400 len 0x80; 0x80004640 -> 0xc0001500 len 0x248; 0x80004888 -> 0xd0000ac8 len 0x9408; 0x8000dc90 -> 0xd0009ed0 len 0x270; 0x8000df00 -> 0xd000a140 len 0x968. The third entry is the 39 KB LDRAM data image and it is what explains FUN_d00098fa: 0x80004888 + (0xd00098fa - 0xd0000ac8) = 0x8000d6ba, so those bytes are INITIALISED DATA copied into RAM, not resident code -- seven functions build small-data-area pointers into that window via a0 and WRITE to it. Treat FUN_d00098fa as an artefact to reclassify, not code to decode. Also note the 0xc0001400/0xc0001500 destinations land INSIDE the 0x800402ec code alias, so segment 0xC holds code and initialised data together and a single flat alias over it is approximate for those two sub-ranges."
0x800402bc,boot_copy_table_load,LABEL,"Boot load-image copy table, 12-byte records (dst, src, len). Several records have len=0 and are no-ops (rec0/rec3/rec7); src=0xffffffff or a repeated byte pattern marks a FILL. Live records: 0xd000bfd8 <- 0x80024f90 len 0xdb0 (.data); 0xd000cd88 <- 0x80025d40 len 0x1558 (.data); 0xc00003a0 <- 0x80020098 len 0x12d0 (TriCore code run from segment 0xC); 0xf0060000 <- 0x800222e8 len 0x2ca8; 0xf0050000 <- 0x80021368 len 0xf80; fills 0xc0001670 len 0x6990, 0xf0062ca8 len 0x1358, 0xf0050f80 len 0x1080. Sources are contiguous 0x80020098..0x80027298. *** 0xF0050000 and 0xF0060000 are the TC1797 PCP2 (Peripheral Control Processor) memories: the FILLs terminate at exactly 0xf0052000 (8 KB) and 0xf0064000 (16 KB), the PCP2 memory sizes. 0xF0060000 = CMEM (code), so 0x800222e8 len 0x2ca8 (11432 bytes) is PCP MICROCODE -- a SECOND PROCESSOR's firmware, in a different instruction set that Ghidra's TriCore model can never decode. 0xF0050000 = PRAM (0xf80). This is a real, permanently bounded slice of the 'unaccounted' byte gap. (CORRECTION: an earlier revision of this row gave the table start as 0x800402ec -- that is record 4, mid-table -- and had the CMEM/PRAM roles reversed.)"
0xd0009ed0,ram_vtable_main,LABEL,"The image's real RAM function-pointer table: 155 entries, 132 distinct targets, all in 0xd0000ac8-0xd000aaa8. It is exactly copy-record 4 of table 0x8000e868 (src 0x8000dc90, len 0x270 = 156 words), i.e. a dedicated vtable materialised at boot. Companions: 0xd000a3fc (5), 0xd000a414 (4), 0xd000a458 (4), 0xd000aa08 (8). Because the flash boot sector 0x80000000..0x80004000 is entirely zero, the crt0 that CONSUMES these tables is absent from the dump -- which is why no code references the copy tables and why emulating the copy can never work. Applying the tables statically is exact and needs no emulator."
0xaffff100,boot_rom_entry_points,LABEL,"0xAFFFF100 / 0xAFFFF110, called via 4 calli sites in FUN_80016c08 and FUN_80017076. Infineon on-chip BOOT ROM (mask ROM) -- not present in any flash dump and not copied there by any table in the image. PERMANENTLY out of scope for static recovery; record as a hard boundary, not an open lead."
0xc0000638,Kennlinie_s16,FUNCTION,"Part of the segment-0xC (PSPR) library, recovered this session by mapping the boot copy table -- before that every call site here was an unmapped address and the ACC/TSK decompiles were full of holes. Layout established by reading the code, not assumed. 1-D characteristic-curve (Kennlinie) interpolation, SIGNED 16-bit: FUN(short *tbl, int x). Layout tbl[0]=n, tbl[1..n]=X breakpoints, tbl[n+1..2n]=Y values; binary search over X then linear interpolate. 286 call sites. THIS MATTERS FOR SEARCHING: a threshold in this ECU is often a curve BREAKPOINT, not a scalar compare, so scanning cal reads for a constant cannot find it -- decode the curves instead. Verified against table 0x803dcd64 (n=5, X=200/500/1000/1500/2000 = 2..20 km/h)."
0xc0000b3a,Kennlinie_u16,FUNCTION,"Part of the segment-0xC (PSPR) library, recovered this session by mapping the boot copy table -- before that every call site here was an unmapped address and the ACC/TSK decompiles were full of holes. Layout established by reading the code, not assumed. 1-D Kennlinie, UNSIGNED 16-bit: FUN(ushort *tbl, int x). Same layout as Kennlinie_s16 (tbl[0]=n, X at [1..n], Y at [n+1..2n]). 270 call sites."
0xc00005e0,Kennlinie_u8,FUNCTION,"Part of the segment-0xC (PSPR) library, recovered this session by mapping the boot copy table -- before that every call site here was an unmapped address and the ACC/TSK decompiles were full of holes. Layout established by reading the code, not assumed. 1-D Kennlinie, UNSIGNED 8-bit: FUN(byte *tbl, int x). Same layout as Kennlinie_s16 but u8 elements (tbl[0]=n, X at [1..n], Y at [n+1..2n]). 240 call sites."
0xc00004ca,Kennfeld_s16,FUNCTION,"Part of the segment-0xC (PSPR) library, recovered this session by mapping the boot copy table -- before that every call site here was an unmapped address and the ACC/TSK decompiles were full of holes. Layout established by reading the code, not assumed. 2-D characteristic-map (Kennfeld) interpolation, SIGNED 16-bit: FUN(short *tbl, int x, int y). Layout tbl[0]=nx, tbl[1]=ny, X breakpoints at [2..nx+1], Y breakpoints at [nx+2..nx+ny+1], then nx*ny Z values. Derived from the code: psVar17 = tbl+1+nx walks the Y axis and the first X compare is tbl[2]. 204 call sites."
0xc00003a0,Kennfeld_u8,FUNCTION,"Part of the segment-0xC (PSPR) library, recovered this session by mapping the boot copy table -- before that every call site here was an unmapped address and the ACC/TSK decompiles were full of holes. Layout established by reading the code, not assumed. 2-D Kennfeld, UNSIGNED 8-bit: FUN(byte *tbl, int x, int y). Same [nx, ny, X.., Y.., Z..] layout as Kennfeld_s16 (tbl[0]=nx, tbl[1]=ny, axes from tbl+2). 73 call sites."
0xc0000a8c,satdiv_32_16,FUNCTION,"Part of the segment-0xC (PSPR) library, recovered this session by mapping the boot copy table -- before that every call site here was an unmapped address and the ACC/TSK decompiles were full of holes. Layout established by reading the code, not assumed. Saturating signed 32/32 -> int16 restoring divide (shift-subtract loop). 224 call sites; heavily used by the ACC accel/decel arithmetic, e.g. FUN_802feaa0 resolves to (x*65536 + 120)/240 saturated once this is decodable. [I] -- read from the disassembly, not proven against a reference implementation."
0x803dcd64,acc_lowspeed_curve_zeroed,LABEL,"1-D Kennlinie (see 0xc0000638) on the ACC path: n=5, X = 200/500/1000/1500/2000 = 2.00/5.00/10.00/15.00/20.00 km/h -- exactly the low-speed band -- and Y = 0/0/0/0/0. Reached from the 0x80146xxx family via PTR_DAT_801040f4+0x318. NOT DEMONSTRATED TO BE THE 15 km/h FLOOR, and recorded here so the lead is not re-chased: the alternative branch (scalar +0x32e) is ALSO 0, so both arms of the if/else yield zero and the term is inert; the value is SUBTRACTED as an offset rather than used as a limit; and 7 of the 29 ACC-reachable curves are all-zero, so a zeroed curve is unremarkable in this calibration. Consistent with a low-speed feature present but calibrated inert (cf. the B8 single-radar 30 km/h floor), which is a hypothesis, not a finding."
0x803de864,acc_lowspeed_map_neutral,LABEL,"2-D Kennfeld (see 0xc00004ca) used by the same 0x80146xxx family: nx=5, ny=6, X = 500..2500 (5..25 km/h), Y = 400..2400, and Z uniformly 10000. A constant map applies no shaping, so like 0x803dcd64 it is low-speed-indexed but neutral. Also NOT shown to be the floor."
